Column1,Column2,Column3,Column4,Column5,Column6,Column7
764,Thailand,2010,Employment by industry: Industry (%) Female,18.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2010,Employment by industry: Services (%) Female,45.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Agriculture (%) Male and Female,32.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Industry (%) Male and Female,18.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Services (%) Male and Female,43.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Agriculture (%) Male,34.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Industry (%) Male,25.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Services (%) Male,39.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Agriculture (%) Female,29.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Industry (%) Female,18.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2015,Employment by industry: Services (%) Female,49.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Agriculture (%) Male and Female,31.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Industry (%) Male and Female,22.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Services (%) Male and Female,45.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Agriculture (%) Male,34.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Industry (%) Male,25.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Services (%) Male,39.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Agriculture (%) Female,28.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Industry (%) Female,19.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
764,Thailand,2021,Employment by industry: Services (%) Female,53.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Agriculture (%) Male and Female,52.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Industry (%) Male and Female,7.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Services (%) Male and Female,39.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Agriculture (%) Male,49.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Industry (%) Male,9.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Services (%) Male,40.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Agriculture (%) Female,56.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Industry (%) Female,1.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2005,Employment by industry: Services (%) Female,39.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Agriculture (%) Male and Female,48.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Industry (%) Male and Female,9.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Services (%) Male and Female,42.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Agriculture (%) Male,46.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Industry (%) Male,12.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Services (%) Male,41.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Agriculture (%) Female,51.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Industry (%) Female,5.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2010,Employment by industry: Services (%) Female,43.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Agriculture (%) Male and Female,47.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Industry (%) Male and Female,9.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Services (%) Male and Female,42.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Agriculture (%) Male,47.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Industry (%) Male,12.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Services (%) Male,40.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Agriculture (%) Female,46.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Industry (%) Female,6.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2015,Employment by industry: Services (%) Female,46.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Agriculture (%) Male and Female,41.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Industry (%) Male and Female,14.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Services (%) Male and Female,43.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Agriculture (%) Male,43.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Industry (%) Male,17.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Services (%) Male,39.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Agriculture (%) Female,39.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Industry (%) Female,10.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
626,Timor-Leste,2021,Employment by industry: Services (%) Female,49.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Agriculture (%) Male and Female,54.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Industry (%) Male and Female,8.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Services (%) Male and Female,36.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Agriculture (%) Male,57.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Industry (%) Male,10.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Services (%) Male,32.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Agriculture (%) Female,51.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Industry (%) Female,6.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2005,Employment by industry: Services (%) Female,41.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Agriculture (%) Male and Female,39.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Industry (%) Male and Female,18.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Services (%) Male and Female,42.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Agriculture (%) Male,45.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Industry (%) Male,15.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Services (%) Male,39.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Agriculture (%) Female,34.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Industry (%) Female,20.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2010,Employment by industry: Services (%) Female,45.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Agriculture (%) Male and Female,36.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Industry (%) Male and Female,18.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Services (%) Male and Female,37.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Agriculture (%) Male,42.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Industry (%) Male,17.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Services (%) Male,30.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Agriculture (%) Female,29.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Industry (%) Female,19.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2015,Employment by industry: Services (%) Female,50.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Agriculture (%) Male and Female,30.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Industry (%) Male and Female,20.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Services (%) Male and Female,48.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Agriculture (%) Male,35.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Industry (%) Male,23.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Services (%) Male,40.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Agriculture (%) Female,26.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Industry (%) Female,17.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
768,Togo,2021,Employment by industry: Services (%) Female,57.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Agriculture (%) Male and Female,32.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Industry (%) Male and Female,29.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Services (%) Male and Female,38.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Agriculture (%) Male,49.2,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Industry (%) Male,4.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Services (%) Male,36.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Agriculture (%) Female,4.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Industry (%) Female,53.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2005,Employment by industry: Services (%) Female,40.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Agriculture (%) Male and Female,32.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Industry (%) Male and Female,27.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Services (%) Male and Female,39.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Agriculture (%) Male,49.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Industry (%) Male,11.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Services (%) Male,36.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Agriculture (%) Female,7.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Industry (%) Female,47.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2010,Employment by industry: Services (%) Female,45.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Agriculture (%) Male and Female,32.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Industry (%) Male and Female,26.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Services (%) Male and Female,41.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Agriculture (%) Male,46.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Industry (%) Male,16.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Services (%) Male,37.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Agriculture (%) Female,10.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Industry (%) Female,39.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2015,Employment by industry: Services (%) Female,48.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Agriculture (%) Male and Female,30.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Industry (%) Male and Female,27.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Services (%) Male and Female,42.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Agriculture (%) Male,42.9,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Industry (%) Male,19.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Services (%) Male,38.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Agriculture (%) Female,11.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Industry (%) Female,37.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
776,Tonga,2021,Employment by industry: Services (%) Female,49.6,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Agriculture (%) Male and Female,4.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Industry (%) Male and Female,31.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Services (%) Male and Female,64.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Agriculture (%) Male,6.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Industry (%) Male,41.3,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Services (%) Male,52.5,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Agriculture (%) Female,1.7,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Industry (%) Female,16.0,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2005,Employment by industry: Services (%) Female,82.4,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Agriculture (%) Male and Female,3.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Industry (%) Male and Female,29.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Services (%) Male and Female,66.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Agriculture (%) Male,5.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Industry (%) Male,40.8,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
780,Trinidad and Tobago,2010,Employment by industry: Services (%) Male,54.1,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
