incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
36686,2024007313,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-08-01,0646,2024-08-01,0646,800-BLK of,S WASHINGTON ST,SEXUAL ASSAULT,41.759559071163,-88.147940497909,Non-Criminal Offenses,5751,-9812583.85070301,5125030.3283393
36687,9024000627,99K2,LOST PROPERTY,2024-07-30,2000,2024-08-01,0912,2800-BLK of,SHOWPLACE DR,LOST PROPERTY,41.712513139221,-88.207240026243,Non-Criminal Offenses,5752,-9819185.04400143,5118012.11373316
36688,2024007259,99J3,STRAY ANIMAL                                                ,2024-07-30,1148,2024-07-30,1148,100-BLK of,FOXCROFT RD,ANIMAL CALL,41.732697983661,-88.137243770637,Non-Criminal Offenses,5753,-9811393.09646993,5121022.61735171
36689,2024007290,99J8,IMPOUNDED ANIMAL                                            ,2024-07-31,0844,2024-07-31,0844,100-BLK of,FOXCROFT RD,ANIMAL CALL,41.732697983661,-88.137243770637,Non-Criminal Offenses,5754,-9811393.09646993,5121022.61735171
36690,2024007303,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-27,0330,2024-07-31,1547,100-BLK of,4TH AV,THEFT,41.779359595758,-88.145589861595,Theft,5755,-9812322.17906549,5127985.66783947
36691,2024007260,99A8,HIT AND RUN                                                 ,2024-07-30,1202,2024-07-30,1210,1200-BLK of,E OGDEN AV,HIT AND RUN  JU,41.795715262717,-88.12327188389,Traffic Crashes,5756,-9809837.75315184,5130427.53123609
36692,2024007260,99R1,TRAFFIC CRASH PRIVATE PROPERTY                              ,2024-07-30,1202,2024-07-30,1210,1200-BLK of,E OGDEN AV,HIT AND RUN  JU,41.795715262717,-88.12327188389,Traffic Crashes,5757,-9809837.75315184,5130427.53123609
36694,2024007277,99G1,CITIZEN ASSIST                                              ,2024-07-30,1915,2024-07-30,1916,2100-BLK of,YELLOWSTAR LN,CITIZEN ASSIST,41.679932637535,-88.190010821876,Non-Criminal Offenses,5758,-9817267.09774452,5113154.83203156
36696,2024007400,13B,DOMESTIC BATTERY                                            ,2024-08-04,0258,2024-08-04,0258,700-BLK of,INLAND CR,DOMESTIC  PHYSI,41.782908297947,-88.209564130267,Assault/Battery,5759,-9819443.76207793,5128515.42798563
36697,2024007396,99Q9,OTHER TRAFFIC RELATED SERVICE                               ,2024-08-04,0113,2024-08-04,0113,100-BLK of,N WASHINGTON ST/W FRANKLIN AV,TRAFFIC STOP,41.776141859359,-88.152622374511,Traffic Crashes,5760,-9813105.0348223,5127505.34052963
36698,2024007396,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-08-04,0113,2024-08-04,0113,100-BLK of,N WASHINGTON ST/W FRANKLIN AV,TRAFFIC STOP,41.776141859359,-88.152622374511,Other Criminal Offenses,5761,-9813105.0348223,5127505.34052963
36699,2024007396,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-08-04,0113,2024-08-04,0113,100-BLK of,N WASHINGTON ST/W FRANKLIN AV,TRAFFIC STOP,41.776141859359,-88.152622374511,Other Criminal Offenses,5762,-9813105.0348223,5127505.34052963
36700,2024007334,99A8,HIT AND RUN                                                 ,2024-07-31,1800,2024-08-01,1946,1500-BLK of,WESTMINSTER DR,HIT AND RUN  CO,41.794499149978,-88.198936440489,Traffic Crashes,5763,-9818260.69306354,5130245.94696529
36701,2024007334,99R1,TRAFFIC CRASH PRIVATE PROPERTY                              ,2024-07-31,1800,2024-08-01,1946,1500-BLK of,WESTMINSTER DR,HIT AND RUN  CO,41.794499149978,-88.198936440489,Traffic Crashes,5764,-9818260.69306354,5130245.94696529
36703,2024007383,99D8,INFORMATION FOR POLICE                                      ,2024-08-03,1627,2024-08-03,1627,400-BLK of,VALLEY DR,SUICIDE THREATS,41.77974627669,-88.174063052691,Non-Criminal Offenses,5765,-9815491.80019956,5128043.39122274
36704,2024007365,99K2,LOST PROPERTY                                               ,2024-08-03,0058,2024-08-03,0058,,W 87TH ST/S ROUTE 59,PROPERTY LOST O,41.758638418334,-88.205855839923,Non-Criminal Offenses,5766,-9819030.95708513,5124892.93792261
36705,2024007350,99D8,INFORMATION FOR POLICE                                      ,2024-08-01,1600,2024-08-02,1452,1000-BLK of,N MILL ST,INFORMATION FOR,41.787426597912,-88.15452632874,Non-Criminal Offenses,5767,-9813316.98203756,5129189.97481988
36706,9024000635,26F,IDENTITY THEFT,2024-08-04,1600,2024-08-06,0811,100-BLK of,4TH AV,IDENTITY THEFT,41.779359595758,-88.145589861595,Theft,5768,-9812322.17906549,5127985.66783947
36712,2024007057,90C,PUBLIC INDECENCY                                            ,2024-07-23,1415,2024-07-24,0847,3100-BLK of,BROSSMAN ST,FOLLOW UP,41.706721062358,-88.182581606412,Other Criminal Offenses,5769,-9816440.08126208,5117148.4189592
36713,2024006910,240,MOTOR VEHICLE THEFT                                         ,2024-07-19,1412,2024-07-19,1600,1800-BLK of,N NAPER BL,STOLEN VEHICLE,41.802827992571,-88.119843804701,Motor Vehicle Theft,5770,-9809456.14112212,5131489.63983202
36714,2024007297,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-07-30,2000,2024-07-31,1205,1500-BLK of,APACHE DR,CRIMINAL DAMAGE,41.79681497308,-88.147275122438,Criminal Damage and Trespass,5771,-9812509.78144439,5130591.7378147
36715,2024007195,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-07-27,2106,2024-07-27,2106,2900-BLK of,AUDREY AV,HANGUP 911 CALL,41.749417285117,-88.205308190232,Other Criminal Offenses,5772,-9818969.99300039,5123516.96295776
36716,2024007296,99J8,IMPOUNDED ANIMAL                                            ,2024-07-22,0035,2024-07-31,1201,100-BLK of,JACKSON AV,ASSIST FIRE DEP,41.771914060809,-88.150296403375,Non-Criminal Offenses,5773,-9812846.10889984,5126874.27291465
36717,2024007338,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-08-01,2135,2024-08-01,2135,800-BLK of,BENEDETTI DR,BURGLARY IN PRO,41.783717273222,-88.162426821562,Criminal Damage and Trespass,5774,-9814196.46087552,5128636.19817135
36718,2024007338,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-08-01,2135,2024-08-01,2135,800-BLK of,BENEDETTI DR,BURGLARY IN PRO,41.783717273222,-88.162426821562,Non-Criminal Offenses,5775,-9814196.46087552,5128636.19817135
36719,2024007191,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-07-27,1925,2024-07-27,1925,2500-BLK of,W 75TH ST,"SUSPICIOUS VEH,",41.747197298643,-88.198233824367,Non-Criminal Offenses,5776,-9818182.47819461,5123185.72670696
36720,2024006854,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-14,1200,2024-07-18,0814,1200-BLK of,PICCADILLY CR,THEFT,41.788967396966,-88.196674164575,Theft,5777,-9818008.85766076,5129420.01493361
36721,2024007231,13B,DOMESTIC BATTERY                                            ,2024-07-29,1336,2024-07-29,1336,900-BLK of,FAIRWAY DR,DOMESTIC  PHYSI,41.786169985699,-88.214498854296,Assault/Battery,5778,-9819993.09304405,5129002.36767607
36722,2024007341,99A8,HIT AND RUN                                                 ,2024-08-01,1530,2024-08-01,2218,100-BLK of,JACKSON AV,HIT AND RUN  CO,41.771914060809,-88.150296403375,Traffic Crashes,5779,-9812846.10889984,5126874.27291465
36723,2024006964,90G,ILLEGAL CONSUMPTION OF ALCOHOL BY MINOR                     ,2024-07-21,0030,2024-07-21,0030,900-BLK of,S CHARLES AV,LOUD PARTY,41.758522430588,-88.129950521197,Alcohol,5780,-9810581.21565605,5124875.62903532
36724,2024006964,90G,ILLEGAL TRANSPORTATION OF ALCOHOLIC LIQUOR                  ,2024-07-21,0030,2024-07-21,0030,900-BLK of,S CHARLES AV,LOUD PARTY,41.758522430588,-88.129950521197,Alcohol,5781,-9810581.21565605,5124875.62903532
36725,2024007389,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-08-03,2005,2024-08-03,2005,800-BLK of,E OGDEN AV,"SUSPICIOUS VEH,",41.787796868729,-88.134266209028,Drug Offenses and Narcotics,5782,-9811061.63582781,5129245.25546341
36726,2024007389,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-08-03,2005,2024-08-03,2005,800-BLK of,E OGDEN AV,"SUSPICIOUS VEH,",41.787796868729,-88.134266209028,Other Criminal Offenses,5783,-9811061.63582781,5129245.25546341
36727,2024007389,99H8,SUSPICIOUS PERSON                                           ,2024-08-03,2005,2024-08-03,2005,800-BLK of,E OGDEN AV,"SUSPICIOUS VEH,",41.787796868729,-88.134266209028,Non-Criminal Offenses,5784,-9811061.63582781,5129245.25546341
36728,2024006959,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-07-20,2207,2024-07-20,2207,1300-BLK of,W 75TH ST/BOOK RD,TRAFFIC STOP,41.747478868202,-88.185100540365,Traffic,5785,-9816720.48770707,5123227.73806069
36729,2024006959,99O5,IMPROPER LANE USAGE                                         ,2024-07-20,2207,2024-07-20,2207,1300-BLK of,W 75TH ST/BOOK RD,TRAFFIC STOP,41.747478868202,-88.185100540365,Traffic,5786,-9816720.48770707,5123227.73806069
36730,2024006959,99XX,SPEEDING                                                    ,2024-07-20,2207,2024-07-20,2207,1300-BLK of,W 75TH ST/BOOK RD,TRAFFIC STOP,41.747478868202,-88.185100540365,Other,5787,-9816720.48770707,5123227.73806069
36731,2024006959,99M9,REGISTRATION / TITLE VIOLATION                              ,2024-07-20,2207,2024-07-20,2207,1300-BLK of,W 75TH ST/BOOK RD,TRAFFIC STOP,41.747478868202,-88.185100540365,Traffic,5788,-9816720.48770707,5123227.73806069
36732,2024006959,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-20,2207,2024-07-20,2207,1300-BLK of,W 75TH ST/BOOK RD,TRAFFIC STOP,41.747478868202,-88.185100540365,Alcohol,5789,-9816720.48770707,5123227.73806069
36733,9024000629,99K2,LOST PROPERTY,2024-08-02,0000,2024-08-02,1953,800-BLK of,PAISLEY CT,LOST PROPERTY,41.754408377215,-88.20015904319,Non-Criminal Offenses,5790,-9818396.79257365,5124261.70780757
36734,2024007263,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-30,1332,2024-07-30,1332,700-BLK of,FORT HILL DR,TRAFFIC STOP,41.763892246602,-88.196045693215,Other Criminal Offenses,5791,-9817938.89654898,5125677.00114804
36735,2024007263,99B3,OPERATING MOTOR VEHICLE WITH SUSPENDED REGISTRATION         ,2024-07-30,1332,2024-07-30,1332,700-BLK of,FORT HILL DR,TRAFFIC STOP,41.763892246602,-88.196045693215,Traffic,5792,-9817938.89654898,5125677.00114804
36736,2024007263,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-07-30,1332,2024-07-30,1332,700-BLK of,FORT HILL DR,TRAFFIC STOP,41.763892246602,-88.196045693215,Traffic,5793,-9817938.89654898,5125677.00114804
36737,2024007407,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-04,1207,2024-08-04,1207,200-BLK of,MARTIN AV,DISORDERLY COND,41.763021181104,-88.153014947347,Other Criminal Offenses,5794,-9813148.7358305,5125547.00189544
36739,2024007325,23C,THEFT - SHOPLIFTING                                         ,2024-07-31,1429,2024-08-01,1516,2500-BLK of,W 75TH ST,THEFT,41.747197298643,-88.198233824367,Theft,5795,-9818182.47819461,5123185.72670696
36740,2024000991,220,BURGLARY,2024-02-01,1845,2024-02-01,1845,300-BLK of,E OGDEN AV,THEFT,41.785814918358,-88.142140598982,Burglary,5796,-9811938.2089078,5128949.35821799
36741,2024004884,23C,THEFT - SHOPLIFTING,2024-05-21,1558,2024-05-21,1612,200-BLK of,S MAIN ST,THEFT,41.771744195756,-88.149604994827,Theft,5797,-9812769.14165235,5126848.91866518
36742,2024007244,23D,THEFT FROM BUILDING                                         ,2024-07-29,1422,2024-07-29,2004,1200-BLK of,WHISPERING HILLS CT,THEFT,41.777357728006,-88.176486431638,Theft,5798,-9815761.56950994,5127686.8363792
36743,2024007214,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-07-27,2245,2024-07-28,1633,1400-BLK of,E CHICAGO AV/N NAPER BL,CRIMINAL DAMAGE,41.777811996535,-88.113302033447,Criminal Damage and Trespass,5799,-9808727.91447724,5127754.64709737
36744,2024007300,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-30,1140,2024-07-31,1350,1800-BLK of,APPALOOSA DR,THEFT,41.744107440271,-88.094096853893,Theft,5800,-9806590.00366869,5122724.71904231
36745,2024007298,23C,THEFT - SHOPLIFTING                                         ,2024-07-29,1558,2024-07-31,1209,700-BLK of,FORT HILL DR,THEFT,41.763892246602,-88.196045693215,Theft,5801,-9817938.89654898,5125677.00114804
36746,2024006884,13B,SIMPLE BATTERY                                              ,2024-07-18,2305,2024-07-18,2306,100-BLK of,W JEFFERSON AV,DISORDERLY COND,41.772993968828,-88.15034169127,Assault/Battery,5802,-9812851.15032525,5127035.46277432
36747,2024006884,90Z,"RESIST, OBSTRUCT, DISARM AN OFFICER                         ",2024-07-18,2305,2024-07-18,2306,100-BLK of,W JEFFERSON AV,DISORDERLY COND,41.772993968828,-88.15034169127,Other Criminal Offenses,5803,-9812851.15032525,5127035.46277432
36748,2024006261,13B,SIMPLE BATTERY                                              ,2024-06-30,0057,2024-06-30,0058,200-BLK of,S WASHINGTON ST,CITIZEN ASSIST,41.771829937013,-88.147941757062,Assault/Battery,5804,-9812583.99087128,5126861.71649355
36749,2024007218,13B,SIMPLE BATTERY                                              ,2024-07-28,1936,2024-07-28,1936,1500-BLK of,FAIRWAY DR,DISORDERLY COND,41.790306953814,-88.217253741536,Assault/Battery,5805,-9820299.7656888,5129620.01423375
36751,2024007335,13B,SIMPLE BATTERY                                              ,2024-08-01,2008,2024-08-01,2008,2100-BLK of,95TH ST,DISORDERLY COND,41.709920085701,-88.189250684852,Assault/Battery,5806,-9817182.47967808,5117625.43680337
36752,2024007307,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-31,1712,2024-07-31,1808,1200-BLK of,E OGDEN AV,THEFT,41.795715262717,-88.12327188389,Theft,5807,-9809837.75315184,5130427.53123609
36753,2024007319,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-07-19,0000,2024-08-01,1118,100-BLK of,W CHICAGO AV,THEFT,41.771436658796,-88.149542228408,Non-Criminal Offenses,5808,-9812762.15452654,5126803.01552235
36754,2024007156,99J3,STRAY ANIMAL                                                ,2024-07-26,1833,2024-07-26,1833,300-BLK of,W 5TH AV,ANIMAL CALL,41.780338841176,-88.152039613453,Non-Criminal Offenses,5809,-9813040.16215807,5128131.84939398
36756,2024007281,99F9,CHECK FOR WELL BEING                                        ,2024-07-30,2250,2024-07-30,2250,300-BLK of,W OGDEN AV,WELL BEING CHEC,41.785821551536,-88.152868113397,Non-Criminal Offenses,5810,-9813132.39034996,5128950.34850962
36757,9024000631,99D8,INFORMATION FOR POLICE,2024-08-03,1635,2024-08-03,1825,1400-BLK of,ROLLING GROVE CT,INFORMATION FOR,41.760892693784,-88.178547671098,Non-Criminal Offenses,5811,-9815991.02563703,5125229.35035943
36758,9024000633,99D8,INFORMATION FOR POLICE,2024-08-04,0235,2024-08-04,1501,2000-BLK of,HASSERT BL,INFORMATION FOR,41.680828839539,-88.200585061698,Non-Criminal Offenses,5812,-9818444.21673703,5113288.40988953
36759,2024007370,99D8,INFORMATION FOR POLICE                                      ,2024-08-03,0538,2024-08-03,0538,800-BLK of,S WASHINGTON ST,SEXUAL ASSAULT,41.759559071163,-88.147940497909,Non-Criminal Offenses,5813,-9812583.85070301,5125030.3283393
36761,2024007270,99B3,OPERATING MOTOR VEHICLE WITH SUSPENDED REGISTRATION         ,2024-07-30,1731,2024-07-30,1731,600-BLK of,E OGDEN AV/N COLUMBIA ST,TRAFFIC STOP,41.777434528527,-88.137940418276,Traffic,5814,-9811470.64693037,5127698.30070663
36762,2024007270,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-07-30,1731,2024-07-30,1731,600-BLK of,E OGDEN AV/N COLUMBIA ST,TRAFFIC STOP,41.777434528527,-88.137940418276,Traffic,5815,-9811470.64693037,5127698.30070663
36763,2024007398,13B,SIMPLE BATTERY                                              ,2024-08-04,0149,2024-08-04,0149,100-BLK of,JACKSON AV,BATTERY  COLD,41.771914060809,-88.150296403375,Assault/Battery,5816,-9812846.10889984,5126874.27291465
36764,2024001548,23C,THEFT - SHOPLIFTING,2024-02-16,1638,2024-02-16,1638,200-BLK of,S MAIN ST,THEFT IN PROGRE,41.771744195756,-88.149604994827,Theft,5817,-9812769.14165235,5126848.91866518
36765,9024000636,99K2,LOST PROPERTY,2024-08-03,1900,2024-08-06,1304,,W GRASS LAKE RD,LOST PROPERTY,41.7714951,-88.147999,Non-Criminal Offenses,5818,-9812590.36312599,5126811.73847301
36766,2024007431,26F,IDENTITY THEFT                                              ,2024-08-04,0000,2024-08-05,1258,3600-BLK of,FALKNER DR,FRAUD,41.699809465829,-88.176580905016,Theft,5819,-9815772.08623827,5116117.88704212
36767,2024007456,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-08-05,2300,2024-08-06,0655,600-BLK of,BALMORAL CR,CRIMINAL DAMAGE,41.764534258672,-88.126364176745,Criminal Damage and Trespass,5820,-9810181.98561784,5125772.81721873
36769,9024000640,26A,FRAUD,2024-08-06,0400,2024-08-07,0115,300-BLK of,MEADOW GREEN DR,FRAUD,41.725266900348,-88.144533397255,Theft,5821,-9812204.57399312,5119914.18555144
36770,2024007450,99P2,LIGHT VIOLATIONS                                            ,2024-08-05,2029,2024-08-05,2029,400-BLK of,S BIRCHWOOD DR/AURORA AV,TRAFFIC STOP,41.766531725086,-88.17820102592,Traffic,5822,-9815952.43727233,5126070.93205002
36771,2024007450,99B5,NO VALID DRIVER`S LICENSE                                   ,2024-08-05,2029,2024-08-05,2029,400-BLK of,S BIRCHWOOD DR/AURORA AV,TRAFFIC STOP,41.766531725086,-88.17820102592,Traffic,5823,-9815952.43727233,5126070.93205002
36772,2024007450,90G,ILLEGAL TRANSPORTATION OF ALCOHOLIC LIQUOR                  ,2024-08-05,2029,2024-08-05,2029,400-BLK of,S BIRCHWOOD DR/AURORA AV,TRAFFIC STOP,41.766531725086,-88.17820102592,Alcohol,5824,-9815952.43727233,5126070.93205002
36773,2024006962,99XX,SPEEDING                                                    ,2024-07-21,0128,2024-07-21,0128,900-BLK of,W OGDEN AV/ROYAL ST GEORGE DR,TRAFFIC STOP,41.784656239573,-88.165721575807,Other,5825,-9814563.23124037,5128776.37635701
36774,2024006962,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-21,0128,2024-07-21,0128,900-BLK of,W OGDEN AV/ROYAL ST GEORGE DR,TRAFFIC STOP,41.784656239573,-88.165721575807,Alcohol,5826,-9814563.23124037,5128776.37635701
36775,2024006962,90D,DRIVING UNDER THE INFLUENCE - DRUGS                         ,2024-07-21,0128,2024-07-21,0128,900-BLK of,W OGDEN AV/ROYAL ST GEORGE DR,TRAFFIC STOP,41.784656239573,-88.165721575807,Alcohol,5827,-9814563.23124037,5128776.37635701
36776,9024000641,290,CRIMINAL DAMAGE TO PROPERTY,2024-07-03,1200,2024-08-07,1216,1800-BLK of,AUBURN AV,CRIMINAL DAMAGE,41.739143286878,-88.089585394925,Criminal Damage and Trespass,5828,-9806087.79035364,5121984.11252789
36812,2024007739,99C2,ASSIST CITY FIRE DEPARTMENT                                 ,2024-08-14,1237,2024-08-14,1237,700-BLK of,WILDFLOWER CR,STRUCTURE FIRE,41.757607430003,-88.19489165268,Non-Criminal Offenses,5829,-9817810.42934427,5124739.08431122
36814,2024007734,23C,THEFT - SHOPLIFTING                                         ,2024-07-26,2010,2024-08-14,1236,1900-BLK of,W JEFFERSON AV,THEFT,41.770102238176,-88.204061616307,Theft,5830,-9818831.22502582,5126603.84168529
36908,2024007109,99A8,HIT AND RUN                                                 ,2024-06-18,1600,2024-07-25,1419,700-BLK of,CENTURY FARM LN,HIT AND RUN  CO,41.795979113095,-88.161755959988,Traffic Crashes,5831,-9814121.78090671,5130466.92859631
36909,9024000606,99D8,INFORMATION FOR POLICE,2024-07-25,1000,2024-07-25,2102,3100-BLK of,S ROUTE 59,INFORMATION FOR,41.708264791418,-88.205639849351,Non-Criminal Offenses,5832,-9819006.91312463,5117378.60697255
36910,2024007093,99G1,CITIZEN ASSIST                                              ,2024-07-24,1900,2024-07-25,0022,1600-BLK of,W DIEHL RD,CITIZEN ASSIST,41.799028086529,-88.202328284606,Non-Criminal Offenses,5833,-9818638.27142349,5130922.20408337
36911,2024006920,99A8,HIT AND RUN                                                 ,2024-07-19,1935,2024-07-19,1935,1300-BLK of,S NAPER BL,HIT AND RUN  CO,41.750292505127,-88.114950593244,Traffic Crashes,5834,-9808911.43131438,5123647.55455685
36912,2024007023,23C,THEFT - SHOPLIFTING                                         ,2024-07-20,1502,2024-07-23,1402,200-BLK of,E OGDEN AV,THEFT,41.785811517288,-88.143622688085,Theft,5835,-9812103.19431206,5128948.85045973
36913,2024007170,99C4,ASSIST COUNTY SHERIFF                                       ,2024-07-27,1051,2024-07-27,1051,900-BLK of,SHERIDAN CR,UNWANTED SUBJEC,41.785375811903,-88.204627981505,Non-Criminal Offenses,5836,-9818894.27251127,5128883.80262227
36914,9024000609,99D8,INFORMATION FOR POLICE,2024-07-27,0945,2024-07-28,0748,1700-BLK of,SEQUOIA RD,INFORMATION FOR,41.757953135362,-88.185367768382,Non-Criminal Offenses,5837,-9816750.23539384,5124790.67338588
36915,9024000613,26F,IDENTITY THEFT,2024-07-29,0611,2024-07-29,1051,300-BLK of,OSAGE LN,IDENTITY THEFT,41.749612434207,-88.146346667552,Theft,5838,-9812406.42631925,5123546.08100402
36916,2024007194,90Z,VIOLATION OF ORDER OF PROTECTION                            ,2024-07-27,2037,2024-07-27,2037,900-BLK of,SHERIDAN CR,DISORDERLY COND,41.785375811903,-88.204627981505,Other Criminal Offenses,5839,-9818894.27251127,5128883.80262227
36917,2024007050,23D,THEFT FROM BUILDING                                         ,2024-07-23,2040,2024-07-23,2244,2700-BLK of,FITNESS DR,THEFT,41.746027392861,-88.200957036197,Theft,5840,-9818485.62474885,5123011.17385319
36918,9024000635,23F,THEFT FROM MOTOR VEHICLE,2024-08-04,1600,2024-08-06,0811,100-BLK of,4TH AV,IDENTITY THEFT,41.779359595758,-88.145589861595,Burglary from Mobile Vehicle,5841,-9812322.17906549,5127985.66783947
36919,2024007424,99B5,NO VALID DRIVER`S LICENSE                                   ,2024-08-05,0957,2024-08-05,0957,100-BLK of,W BAUER RD/N WASHINGTON ST,TRAFFIC STOP,41.777354684963,-88.147634658602,Traffic,5842,-9812549.80482709,5127686.38213202
36920,2024007424,99B3,OPERATING MOTOR VEHICLE WITH SUSPENDED REGISTRATION         ,2024-08-05,0957,2024-08-05,0957,100-BLK of,W BAUER RD/N WASHINGTON ST,TRAFFIC STOP,41.777354684963,-88.147634658602,Traffic,5843,-9812549.80482709,5127686.38213202
36921,2024007424,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-08-05,0957,2024-08-05,0957,100-BLK of,W BAUER RD/N WASHINGTON ST,TRAFFIC STOP,41.777354684963,-88.147634658602,Other Criminal Offenses,5844,-9812549.80482709,5127686.38213202
36922,2024007424,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-08-05,0957,2024-08-05,0957,100-BLK of,W BAUER RD/N WASHINGTON ST,TRAFFIC STOP,41.777354684963,-88.147634658602,Traffic,5845,-9812549.80482709,5127686.38213202
36923,2024007443,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-08-05,1755,2024-08-05,1755,800-BLK of,S WASHINGTON ST,ASSIST OTHER AG,41.759559071163,-88.147940497909,Non-Criminal Offenses,5846,-9812583.85070301,5125030.3283393
36925,2024007447,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-08-05,0600,2024-08-05,1858,1400-BLK of,S ROUTE 59,CRIMINAL DAMAGE,41.742953299768,-88.205899585206,Criminal Damage and Trespass,5847,-9819035.82678775,5122552.52667312
36926,2024007475,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-08-06,1831,2024-08-06,1831,2800-BLK of,BLUEWATER CR,CRIMINAL DAMAGE,41.7138001783,-88.194435862222,Criminal Damage and Trespass,5848,-9817759.69098258,5118204.04318473
36927,2024007457,13C,AGGRAVATED ASSAULT                                          ,2024-08-06,0741,2024-08-06,0741,800-BLK of,S WASHINGTON ST,BATTERY IN PROG,41.759559071163,-88.147940497909,Assault/Battery,5849,-9812583.85070301,5125030.3283393
36928,2024007427,23H,THEFT - ALL OTHER LARCENY                                   ,2024-08-04,0900,2024-08-05,1114,1600-BLK of,WESTMINSTER DR,THEFT,41.796033576852,-88.196069724855,Theft,5850,-9817941.57173891,5130475.06098406
36929,2024005824,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-06-14,1025,2024-06-17,1025,1300-BLK of,MODAFF RD,INFORMATION FOR,41.746563406471,-88.147718906922,Non-Criminal Offenses,5851,-9812559.18330717,5123091.14802276
36930,2024007484,99C7,ASSIST OTHER COUNTY AGENCY                                  ,2024-08-07,0858,2024-08-07,0858,600-BLK of,RAYMOND DR,CITIZEN ASSIST,41.781410528194,-88.183196438418,Non-Criminal Offenses,5852,-9816508.52404791,5128291.83316986
36931,2024007484,99G1,CITIZEN ASSIST                                              ,2024-08-07,0858,2024-08-07,0858,600-BLK of,RAYMOND DR,CITIZEN ASSIST,41.781410528194,-88.183196438418,Non-Criminal Offenses,5853,-9816508.52404791,5128291.83316986
36932,9024000602,99D8,INFORMATION FOR POLICE,2024-07-22,1645,2024-07-24,2139,7600-BLK of,GLADSTONE DR,CRIMINAL DAMAGE,41.747302987136,-88.081016709963,Non-Criminal Offenses,5854,-9805133.9287069,5123201.49584975
36933,2024007414,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-08-04,2047,2024-08-04,2047,800-BLK of,S WASHINGTON ST,BATTERY  COLD,41.759559071163,-88.147940497909,Non-Criminal Offenses,5855,-9812583.85070301,5125030.3283393
36934,2024007487,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-08-06,1530,2024-08-07,1228,300-BLK of,SIERRA AV,CRIMINAL DAMAGE,41.71517085523,-88.146694537769,Criminal Damage and Trespass,5856,-9812445.15105467,5118408.44934041
36940,2024007153,26F,IDENTITY THEFT                                              ,2024-07-23,0000,2024-07-26,1740,500-BLK of,TIMBER TRAIL CT,FRAUD,41.738672951115,-88.117868410478,Theft,5857,-9809236.2412431,5121913.94568107
36941,2024007595,23C,THEFT - SHOPLIFTING                                         ,2024-08-10,1150,2024-08-10,1150,2500-BLK of,W 75TH ST,THEFT IN PROGRE,41.747197298643,-88.198233824367,Theft,5858,-9818182.47819461,5123185.72670696
36942,9024000647,26F,IDENTITY THEFT,2024-07-01,0000,2024-08-09,1605,1600-BLK of,FROST LN,IDENTITY THEFT,41.707820325428,-88.183938314257,Theft,5859,-9816591.10928854,5117312.33134131
36943,9024000648,23H,THEFT - ALL OTHER LARCENY,2024-08-09,0000,2024-08-09,1940,1100-BLK of,COLGATE CT,THEFT - ALL OTH,41.720921406576,-88.108386262462,Theft,5860,-9808180.69335433,5119266.06442909
36944,2024007579,23H,THEFT - ALL OTHER LARCENY                                   ,2024-08-09,1904,2024-08-09,1904,1100-BLK of,N MILL ST,THEFT,41.789172064038,-88.154493120213,Theft,5861,-9813313.28528125,5129450.57198604
